Date,High,Low,Open,Close,Volume
2021-01-07,27624.73046875,27340.4609375,27340.4609375,27490.130859375,98900000
2021-01-06,27196.400390625,27002.1796875,27102.849609375,27055.939453125,72700000
2021-01-05,27279.779296875,27073.4609375,27151.380859375,27158.630859375,55000000
2021-01-04,27602.109375,27042.3203125,27575.5703125,27258.380859375,51500000
2020-12-30,27572.5703125,27338.560546875,27559.099609375,27444.169921875,50600000
2020-12-29,27602.51953125,26921.140625,26936.380859375,27568.150390625,59400000
2020-12-28,26854.029296875,26664.599609375,26691.2890625,26854.029296875,50700000
2020-12-25,26716.609375,26638.279296875,26708.099609375,26656.609375,33400000
2020-12-24,26764.529296875,26605.259765625,26635.109375,26668.349609375,47900000
2020-12-23,26585.2109375,26414.740234375,26580.4296875,26524.7890625,56000000
2020-12-22,26639.990234375,26361.66015625,26559.330078125,26436.390625,58600000
2020-12-21,26905.669921875,26533.630859375,26834.099609375,26714.419921875,60700000
2020-12-18,26824.2890625,26707.30078125,26775.529296875,26763.390625,73800000
2020-12-17,26843.05078125,26676.279296875,26744.5,26806.669921875,61500000
2020-12-16,26874.98046875,26717.029296875,26835.58984375,26757.400390625,61300000
2020-12-15,26736.83984375,26605.5390625,26683.109375,26687.83984375,59300000
2020-12-14,26870.470703125,26648.689453125,26659.529296875,26732.439453125,60000000
2020-12-11,26819.41015625,26553.009765625,26732.849609375,26652.51953125,74900000
2020-12-10,26852.76953125,26639.98046875,26688.5,26756.240234375,69200000
2020-12-09,26826.779296875,26520.599609375,26526.33984375,26817.939453125,61800000
2020-12-08,26523.30078125,26327.080078125,26380.3203125,26467.080078125,55100000
2020-12-07,26894.25,26500.3203125,26894.25,26547.439453125,61600000
2020-12-04,26799.830078125,26646.080078125,26697.259765625,26751.240234375,61600000
2020-12-03,26868.08984375,26719.23046875,26740.30078125,26809.369140625,69500000
2020-12-02,26889.900390625,26695.279296875,26884.990234375,26800.98046875,80200000
2020-12-01,26852.16015625,26618.390625,26624.19921875,26787.5390625,73200000
2020-11-30,26834.19921875,26405.830078125,26830.099609375,26433.619140625,147700000
2020-11-27,26672.400390625,26419.05078125,26530.279296875,26644.7109375,86200000
2020-11-26,26560.029296875,26255.470703125,26255.470703125,26537.310546875,63500000
2020-11-25,26706.419921875,26258.349609375,26468.51953125,26296.859375,92500000
2020-11-24,26261.779296875,25901.44921875,25901.44921875,26165.58984375,81700000
2020-11-20,25555.369140625,25425.58984375,25486.830078125,25527.369140625,63400000
2020-11-19,25650.859375,25474.939453125,25628.73046875,25634.33984375,82000000
2020-11-18,25882.140625,25656.69921875,25860.55078125,25728.140625,69200000
2020-11-17,26057.30078125,25851.5390625,26043.44921875,26014.619140625,84800000
2020-11-16,25928.1796875,25640.2890625,25652.689453125,25906.9296875,84900000
2020-11-13,25456.1796875,25215.310546875,25405.640625,25385.869140625,77600000
2020-11-12,25587.9609375,25316.599609375,25439.349609375,25520.880859375,80500000
2020-11-11,25401.30078125,25145.66015625,25145.66015625,25349.599609375,102500000
2020-11-10,25279.939453125,24833.1796875,25087.30078125,24905.58984375,128200000
2020-11-09,24962.80078125,24541.279296875,24568.83984375,24839.83984375,67000000
2020-11-06,24389.0,24039.16015625,24076.220703125,24325.23046875,73200000
2020-11-05,24112.419921875,23756.779296875,23776.19921875,24105.279296875,78600000
2020-11-04,23801.880859375,23505.779296875,23619.580078125,23695.23046875,81600000
